"","MetabID","NameANDPutName","Name","Formula","MW","RT","KEGGPathways","PutaID_Formula","PutaID_MzColudHits","PutaID_MassHits","PutaID_KEGG","PutaID_Chemspider","PutaID_BioCyc_asName"," PutaID_BioCyc_asPathw"
"4688","118.02659_13.468","PutID_KEGG_C00042:Succinate; C00042; C02170:Succinate; Methylmalonate; C02170:Methylmalonate","","C4 H6 O4","118.02659","13.468","Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of antibiotics;Biosynthesis of plant secondary metabolites;Degradation of aromatic compounds;Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid;Phenylalanine metabolism;Nicotinate and nicotinamide metabolism;Central carbon metabolism in cancer;Biosynthesis of alkaloids derived from shikimate pathway;Other","C4 H6 O4_ppm:-0.16_Ifit:84MatchedIso.:3","","","PutID_KEGG_C00042:Succinate; C00042; C02170:Succinate; Methylmalonate; C02170:Methylmalonate","PutID_ChemS_10137246_:4-Hydroxy-2-oxobutanoic acid_ppm:0; 164189_:3-Hydroxy-2-oxobutanoic acid_ppm:0; 2006913_:L-Threonolactone_ppm:0; 10649_:Dimethyl oxalate_ppm:0; 4483398_:D-Erythronolactone_ppm:0; 473_:Methylmalonic acid_ppm:0; 1078_:Succinic acid_ppm:0","PutID_BioCyc_2-keto-4-hydroxybutanoate_ID:CPD0-1310_ppm:-0.156; L-malic semialdehyde_ID:CPD-16618_ppm:-0.156; D,L-malic semialdehyde_ID:CPD-5682_ppm:-0.156; methylmalonate_ID:CPD-546_ppm:-0.156; succinate_ID:SUC_ppm:-0.156","META:PWY-6266_superpathway of flavones and derivatives biosynthesis_ref:succinate_compoundUsed:18; META:PWY-2083_isoflavonoid biosynthesis II_ref:succinate_compoundUsed:18; META:PWY-5317_hyoscyamine and scopolamine biosynthesis_ref:succinate_compoundUsed:18; META:PWY-5125_anthocyanin biosynthesis_ref:succinate_compoundUsed:18; META:PWY-3101_flavonol biosynthesis_ref:succinate_compoundUsed:18; META:PWY-5391_syringetin biosynthesis_ref:succinate_compoundUsed:18; META:PWY1F-823_leucopelargonidin and leucocyanidin biosynthesis_ref:succinate_compoundUsed:18; META:PWY-5060_luteolin biosynthesis_ref:succinate_compoundUsed:18; META:PWY-5059_pinobanksin biosynthesis_ref:succinate_compoundUsed:18; META:PWY-6787_flavonoid biosynthesis (in equisetum)_ref:succinate_compoundUsed:18; META:PWY-7894_procollagen hydroxylation and glycosylation_ref:succinate_compoundUsed:18; META:PWY-5536_acetate formation from acetyl-CoA III (succinate)_ref:succinate_compoundUsed:18; META:PWY-6950_DIMBOA-glucoside biosynthesis_ref:succinate_compoundUsed:18; META:PWY-804_glycolate degradation II_ref:succinate_compoundUsed:18; META:PWY-7341_superpathway of hyoscyamine and scopolamine biosynthesis_ref:succinate_compoundUsed:18; META:PWY-7267_anthocyanin biosynthesis (pelargonidin 3-O-glucoside)_ref:succinate_compoundUsed:18; META:PWY-5479_6-methoxypodophyllotoxin biosynthesis_ref:succinate_compoundUsed:18; META:PWY-7749_(-)-4'-desmethyl-epipodophyllotoxin biosynthesis_ref:succinate_compoundUsed:18; META:PWY-5390_rutin biosynthesis_ref:succinate_compoundUsed:18; META:PWY-7126_ethylene biosynthesis IV (engineered)_ref:succinate_compoundUsed:18; META:PWY0-1353_succinate to cytochrome bd oxidase electron transfer_ref:succinate_compoundUsed:18; META:PWY-7582_mercaptosuccinate degradation_ref:succinate_compoundUsed:18; META:PWY-5036_gibberellin biosynthesis II (early C-3 hydroxylation)_ref:succinate_compoundUsed:18; META:PWY-5070_gibberellin biosynthesis I (non C-3, non C-13 hydroxylation)_ref:succinate_compoundUsed:18; META:PWY-5035_gibberellin biosynthesis III (early C-13 hydroxylation)_ref:succinate_compoundUsed:18; META:PWY-7252_luteolinidin 5-O-glucoside biosynthesis_ref:succinate_compoundUsed:18; META:PWY-6915_pentalenolactone biosynthesis_ref:succinate_compoundUsed:18; META:PWY1F-FLAVSYN_flavonoid biosynthesis_ref:succinate_compoundUsed:18; META:PWY-5349_esculetin biosynthesis_ref:succinate_compoundUsed:18; META:PWY-6919_neopentalenoketolactone and pentalenate biosynthesis_ref:succinate_compoundUsed:18; META:PWY-7151_polymethylated quercetin glucoside biosynthesis II - quercetagetin series (Chrysosplenium)_ref:succinate_compoundUsed:18; META:PWY-5152_leucodelphinidin biosynthesis_ref:succinate_compoundUsed:18; META:PWY-3097_superpathway of isoflavonoids (via naringenin)_ref:succinate_compoundUsed:18; META:PWY-6982_umbelliferone biosynthesis_ref:succinate_compoundUsed:18; META:PWY66-387_fatty acid &alpha;-oxidation II_ref:succinate_compoundUsed:18; META:PWY-5153_anthocyanin biosynthesis (delphinidin 3-O-glucoside)_ref:succinate_compoundUsed:18; META:PWY-7279_aerobic respiration II (cytochrome c) (yeast)_ref:succinate_compoundUsed:18; META:PWY-3781_aerobic respiration I (cytochrome c)_ref:succinate_compoundUsed:18; META:PWY-5631_deacetylcephalosporin C biosynthesis_ref:succinate_compoundUsed:18; META:PWY0-1329_succinate to cytochrome bo oxidase electron transfer_ref:succinate_compoundUsed:18; META:PWY-6086_4-chloro-2-methylphenoxyacetate degradation_ref:succinate_compoundUsed:18; META:PWY0-1336_NADH to fumarate electron transfer_ref:succinate_compoundUsed:18; META:PWY0-43_conversion of succinate to propanoate_ref:succinate_compoundUsed:18; META:PWY0-1576_hydrogen to fumarate electron transfer_ref:succinate_compoundUsed:18; META:PWY-5292_vindoline and vinblastine biosynthesis_ref:succinate_compoundUsed:18; META:PWY-4302_aerobic respiration III (alternative oxidase pathway)_ref:succinate_compoundUsed:18; META:PWY-6085_2,4-dichlorophenoxyacetate degradation_ref:succinate_compoundUsed:18; META:PWY-7419_FR-900098 and FR-33289 antibiotics biosynthesis_ref:succinate_compoundUsed:19; META:PWY-5052_superpathway of gibberellin biosynthesis_ref:succinate_compoundUsed:19; META:PWY0-981_taurine degradation IV_ref:succinate_compoundUsed:19; META:PWY-102_gibberellin inactivation I (2&beta;-hydroxylation)_ref:succinate_compoundUsed:19; META:PWY-7232_gibberellin biosynthesis V_ref:succinate_compoundUsed:19; META:PWY-7526_fumitremorgin A biosynthesis_ref:succinate_compoundUsed:19; META:PWY-142_m-xylene degradation (anaerobic)_ref:succinate_compoundUsed:19; META:HCAMHPDEG-PWY_3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation to 2-oxopent-4-enoate_ref:succinate_compoundUsed:19; META:PWY-7898_4,4'-disulfanediyldibutanoate degradation_ref:succinate_compoundUsed:19; META:PWY-6696_oxalate degradation III_ref:succinate_compoundUsed:19; META:PWY-6695_oxalate degradation II_ref:succinate_compoundUsed:19; META:PWY-5363_chrysin biosynthesis_ref:succinate_compoundUsed:19; META:PWY-5925_hydroxylated mugineic acid phytosiderophore biosynthesis_ref:succinate_compoundUsed:19; META:AST-PWY_L-arginine degradation II (AST pathway)_ref:succinate_compoundUsed:19; META:PWY-6792_scopoletin biosynthesis_ref:succinate_compoundUsed:19; META:PWY-7517_brassicicene C biosynthesis_ref:succinate_compoundUsed:19; META:PWY-6659_fusicoccin A biosynthesis_ref:succinate_compoundUsed:20; META:PWY0-1582_glycerol-3-phosphate to fumarate electron transfer_ref:succinate_compoundUsed:20; META:PWY-7649_3-hydroxy-L-homotyrosine biosynthesis_ref:succinate_compoundUsed:20; META:PWY-7705_4'-methoxyviridicatin biosynthesis_ref:succinate_compoundUsed:20; META:PWY-2361_3-oxoadipate degradation_ref:succinate_compoundUsed:20; META:PWY-5270_morphine biosynthesis_ref:succinate_compoundUsed:20; META:PWY-7253_apigeninidin 5-O-glucoside biosynthesis_ref:succinate_compoundUsed:20; META:PWY-7298_nevadensin biosynthesis_ref:succinate_compoundUsed:21; META:PWY-7149_superpathway of polymethylated quercetin/quercetagetin glucoside biosynthesis (Chrysosplenium)_ref:succinate_compoundUsed:21; META:PWY-7150_polymethylated quercetin glucoside biosynthesis I - quercetin series (Chrysosplenium)_ref:succinate_compoundUsed:21; META:PWY-6185_4-methylcatechol degradation (ortho cleavage)_ref:succinate_compoundUsed:21; META:PWY-5431_aromatic compounds degradation via &beta;-ketoadipate_ref:succinate_compoundUsed:22; META:PWY-6182_superpathway of salicylate degradation_ref:succinate_compoundUsed:22; META:PWY-5417_catechol degradation III (ortho-cleavage pathway)_ref:succinate_compoundUsed:22; META:PWY-4161_superpathway of benzoxazinoid glucosides biosynthesis_ref:succinate_compoundUsed:22; META:PWY-7398_coumarins biosynthesis (engineered)_ref:succinate_compoundUsed:23; META:PWY-7254_TCA cycle VII (acetate-producers)_ref:succinate_compoundUsed:23; META:PWY-561_superpathway of glyoxylate cycle and fatty acid degradation_ref:succinate_compoundUsed:23; META:GLYOXYLATE-BYPASS_glyoxylate cycle_ref:succinate_compoundUsed:23; META:PWY-7599_anditomin biosynthesis_ref:succinate_compoundUsed:25; META:PWY-81_toluene degradation to benzoyl-CoA (anaerobic)_ref:succinate_compoundUsed:25; META:PWY-7447_2-aminoethylphosphonate degradation III_ref:succinate_compoundUsed:26; META:PWY-7704_viridicatin biosynthesis_ref:succinate_compoundUsed:27; META:PWY-641_proanthocyanidins biosynthesis from flavanols_ref:succinate_compoundUsed:27; META:PWY-6853_ethylene biosynthesis II (microbes)_ref:succinate_compoundUsed:28; META:PWY-5737_(5R)-carbapenem carboxylate biosynthesis_ref:succinate_compoundUsed:28; META:PWY-801_homocysteine and cysteine interconversion_ref:succinate_compoundUsed:29; META:PWY-5818_validamycin biosynthesis_ref:succinate_compoundUsed:30; META:PWY66-398_TCA cycle III (animals)_ref:succinate_compoundUsed:31; META:TCA_TCA cycle I (prokaryotic)_ref:succinate_compoundUsed:31; META:PWY-5690_TCA cycle II (plants and fungi)_ref:succinate_compoundUsed:31; META:PWY-6969_TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase)_ref:succinate_compoundUsed:31; META:PWY0-1277_3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation_ref:succinate_compoundUsed:31; META:PWY-5913_partial TCA cycle (obligate autotrophs)_ref:succinate_compoundUsed:31; META:TCA-GLYOX-BYPASS_superpathway of glyoxylate bypass and TCA_ref:succinate_compoundUsed:31; META:PWY-7186_superpathway of scopolin and esculin biosynthesis_ref:succinate_compoundUsed:32; META:P105-PWY_TCA cycle IV (2-oxoglutarate decarboxylase)_ref:succinate_compoundUsed:32; META:REDCITCYC_TCA cycle VIII (helicobacter)_ref:succinate_compoundUsed:32; META:PWY-6728_methylaspartate cycle_ref:succinate_compoundUsed:32; META:PWY0-42_2-methylcitrate cycle I_ref:succinate_compoundUsed:32; META:PWY-5747_2-methylcitrate cycle II_ref:succinate_compoundUsed:32; META:PWY-5184_toluene degradation VI (anaerobic)_ref:succinate_compoundUsed:33; META:PWY-6682_dehydrophos biosynthesis_ref:succinate_compoundUsed:33; META:PWY-6100_L-carnitine biosynthesis_ref:succinate_compoundUsed:35; META:P108-PWY_pyruvate fermentation to propanoate I_ref:succinate_compoundUsed:35; META:PWY-7790_UMP biosynthesis II_ref:succinate_compoundUsed:36; META:PWY-3641_L-carnitine degradation III_ref:L-malic semialdehyde_compoundUsed:37; META:PWY-5538_pyruvate fermentation to acetate VI_ref:succinate_compoundUsed:38; META:PWY-6957_mandelate degradation to acetyl-CoA_ref:succinate_compoundUsed:38; META:PWY-5537_pyruvate fermentation to acetate V_ref:succinate_compoundUsed:38; META:PWY-5749_itaconate degradation_ref:succinate_compoundUsed:39; META:PWY-7537_superpathway of fumitremorgin biosynthesis_ref:succinate_compoundUsed:39; META:PWY-5088_L-glutamate degradation VIII (to propanoate)_ref:succinate_compoundUsed:40; META:3-HYDROXYPHENYLACETATE-DEGRADATION-PWY_4-hydroxyphenylacetate degradation_ref:succinate_compoundUsed:41; META:PWY-6535_4-aminobutanoate degradation I_ref:succinate_compoundUsed:42; META:PWY-6537_4-aminobutanoate degradation II_ref:succinate_compoundUsed:42; META:GLUDEG-I-PWY_GABA shunt_ref:succinate_compoundUsed:42; META:PWY-6536_4-aminobutanoate degradation III_ref:succinate_compoundUsed:42; META:4AMINOBUTMETAB-PWY_superpathway of 4-aminobutanoate degradation_ref:succinate_compoundUsed:42; META:P23-PWY_reductive TCA cycle I_ref:succinate_compoundUsed:43; META:FERMENTATION-PWY_mixed acid fermentation_ref:succinate_compoundUsed:43; META:PWY-7693_guadinomine B biosynthesis_ref:succinate_compoundUsed:43; META:PWY-5464_superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle_ref:succinate_compoundUsed:43; META:GLYCOLYSIS-TCA-GLYOX-BYPASS_superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass_ref:succinate_compoundUsed:43; META:PWY-7024_superpathway of the 3-hydroxypropanoate cycle_ref:succinate_compoundUsed:43; META:PWY-6993_nicotine degradation II (pyrrolidine pathway)_ref:succinate_compoundUsed:43; META:PWY-7384_anaerobic energy metabolism (invertebrates, mitochondrial)_ref:succinate_compoundUsed:43; META:PWY-5743_3-hydroxypropanoate cycle_ref:succinate_compoundUsed:43; META:PWY-5392_reductive TCA cycle II_ref:succinate_compoundUsed:43; META:PWY-7274_D-cycloserine biosynthesis_ref:succinate_compoundUsed:43; META:P42-PWY_incomplete reductive TCA cycle_ref:succinate_compoundUsed:43; META:HOMOSER-METSYN-PWY_L-methionine biosynthesis I_ref:succinate_compoundUsed:44; META:PWY-5181_toluene degradation III (aerobic) (via p-cresol)_ref:succinate_compoundUsed:45; META:PWY-7687_stipitatate biosynthesis_ref:succinate_compoundUsed:46; META:PWY-I9_L-cysteine biosynthesis VI (from L-methionine)_ref:succinate_compoundUsed:48; META:PWY-1541_superpathway of taurine degradation_ref:succinate_compoundUsed:50; META:PWY-5634_superpathway of penicillin, cephalosporin and cephamycin biosynthesis_ref:succinate_compoundUsed:51; META:PWY66-368_ketolysis_ref:succinate_compoundUsed:51; META:DAPLYSINESYN-PWY_L-lysine biosynthesis I_ref:succinate_compoundUsed:51; META:PWY-5677_succinate fermentation to butanoate_ref:succinate_compoundUsed:51; META:PWY-7389_superpathway of anaerobic energy metabolism (invertebrates)_ref:succinate_compoundUsed:52; META:PWY-6293_L-cysteine biosynthesis IV (fungi)_ref:succinate_compoundUsed:53; META:PWY-821_superpathway of sulfur amino acid biosynthesis (Saccharomyces cerevisiae)_ref:succinate_compoundUsed:54; META:BENZCOA-PWY_anaerobic aromatic compound degradation (Thauera aromatica)_ref:succinate_compoundUsed:56; META:ORNARGDEG-PWY_superpathway of L-arginine and L-ornithine degradation_ref:succinate_compoundUsed:59; META:PWY-5679_clavulanate biosynthesis_ref:succinate_compoundUsed:59; META:PWY-5183_superpathway of aerobic toluene degradation_ref:succinate_compoundUsed:59; META:ARGDEG-PWY_superpathway of L-arginine, putrescine, and 4-aminobutanoate degradation_ref:succinate_compoundUsed:59; META:PWY-5347_superpathway of L-methionine biosynthesis (transsulfuration)_ref:succinate_compoundUsed:62; META:MET-SAM-PWY_superpathway of S-adenosyl-L-methionine biosynthesis_ref:succinate_compoundUsed:62; META:METSYN-PWY_L-homoserine and L-methionine biosynthesis_ref:succinate_compoundUsed:62; META:PWY-6473_4-aminobutanoate degradation IV_ref:succinate_compoundUsed:63; META:PWY-7000_kanamycin biosynthesis_ref:succinate_compoundUsed:64; META:P4-PWY_superpathway of L-lysine, L-threonine and L-methionine biosynthesis I_ref:succinate_compoundUsed:65; META:PWY-6146_Methanobacterium thermoautotrophicum biosynthetic metabolism_ref:succinate_compoundUsed:66; META:PWY-2504_superpathway of aromatic compound degradation via 3-oxoadipate_ref:succinate_compoundUsed:67; META:PWY-5283_L-lysine degradation V_ref:succinate_compoundUsed:69; META:PWY-7648_4-methyl-proline biosynthesis_ref:succinate_compoundUsed:71; META:PWY-7706_dapdiamides biosynthesis_ref:succinate_compoundUsed:72; META:PWY-3621_&gamma;-butyrobetaine degradation_ref:succinate_compoundUsed:75; META:PWY-5280_L-lysine degradation IV_ref:succinate_compoundUsed:81; META:PWY0-781_aspartate superpathway_ref:succinate_compoundUsed:82; META:PWY-6328_L-lysine degradation X_ref:succinate_compoundUsed:83; META:P181-PWY_nicotine degradation I (pyridine pathway)_ref:succinate_compoundUsed:83; META:PWY-4321_L-glutamate degradation IV_ref:succinate_compoundUsed:87; META:PWY-5327_superpathway of L-lysine degradation_ref:succinate_compoundUsed:172"
"4689","235.16771_13.473","PutID_ChemS_4744_:procainamide_ppm:0.001","","C13 H21 N3 O","235.16771","13.473","","C7 H22 N7 P_ppm:1.19_Ifit:55MatchedIso.:2; C13 H21 N3 O_ppm:-3.2_Ifit:92MatchedIso.:2","","","","PutID_ChemS_4744_:procainamide_ppm:0.001","",""
"4690","144.12592_13.482","S_Metharbital","S_Metharbital","C7 H16 N2 O","144.12592","13.482","","C7 H16 N2 O_ppm:-2.38_Ifit:56MatchedIso.:5","PutID_Mz_2-Methyl-1-(3-morpholinopropyl)-N,5-diphenyl-1H-pyrrole-3-carboxamide_simScore:81.3; Pramocaine_simScore:83.9; Pebulate_simScore:86.2; EPTC_simScore:88.7; Metharbital_simScore:88.8; Prosulfocarb_simScore:89.8; Vernolate_simScore:89.9; Napropamide_simScore:94.7; 2-NP-AMOZ_simScore:96.9; Furaltadone_simScore:97.7; Cyclosporin H_simScore:98.8; Cyclosporine A_simScore:99","","","PutID_ChemS_14496796_:4-[(3-Aminopropyl)amino]butanal_ppm:0; 164295_:N-(5-Aminopentyl)acetamide_ppm:0","",""
"4691","113.0477_13.486","S_Nodularin","S_Nodularin","C5 H7 N O2","113.0477","13.486","Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of antibiotics;Biosynthesis of amino acids;Arginine and proline metabolism;Other","C5 H7 N O2_ppm:0.23_Ifit:83MatchedIso.:5","PutID_Mz_Cefalexin_simScore:83; Oxoamide_simScore:83; Diethyl 2-{[(2-{[3-(trifluoromethyl)-2-pyridyl]amino}ethyl)amino]methylidene}malonate_simScore:83; Cycloheximide_simScore:83; Nodularin_simScore:94.2","","PutID_KEGG_C03564:1-Pyrroline-2-carboxylate; C03912:(S)-1-Pyrroline-5-carboxylate; C03564; C03912:1-Pyrroline-2-carboxylate; (S)-1-Pyrroline-5-carboxylate","PutID_ChemS_9095722_:2-Amino-1,3-cyclopentanedione_ppm:0; 9248525_:2-amino-3-hydroxycyclopentenone_ppm:0; 389153_:(2S)-3,4-Dihydro-2H-pyrrole-2-carboxylic acid_ppm:0; 389057_:3,4-Dihydro-2H-pyrrole-5-carboxylic acid_ppm:0; 465190_:Piperidine-2,5-dione_ppm:0; 147039_:(2S)-2-Amino-4-pentynoic acid_ppm:0; 1159_:1-pyrroline-5-carboxylic acid_ppm:0; 88331_:L-3-Pyrroline-2-carboxylic acid_ppm:0; 63891_:Glutarimide_ppm:0","PutID_BioCyc_glutarimide_ID:GLUTARIMIDE_ppm:0.234; 3,4-dehydroproline_ID:CPD0-1103_ppm:0.234; N-propargylglycine_ID:CPD-19547_ppm:0.234; 2,5-piperidinedione_ID:CPD-16938_ppm:0.234; 2-aminocyclopentanedione_ID:CPD-16936_ppm:0.234; 2-amino-3-hydroxycyclopent-2-enone_ID:CPD-16935_ppm:0.234","META:PWY-7536_2-amino-3-hydroxycyclopent-2-enone biosynthesis_ref:2-amino-3-hydroxycyclopent-2-enone; 2,5-piperidinedione_compoundUsed:12"
"4692","145.01949_13.491","PutID_ChemS_18552670_:(S)-4-amino-4,5-dihydro-2-thiophenecarboxylic acid_ppm:0; 163623_:5,6-Dihydro-2H-1,4-thiazine-3-carboxylic acid_ppm:0","","C5 H7 N O2 S","145.01949","13.491","","C5 H7 N O2 S_ppm:-1.81_Ifit:68MatchedIso.:7","","","","PutID_ChemS_18552670_:(S)-4-amino-4,5-dihydro-2-thiophenecarboxylic acid_ppm:0; 163623_:5,6-Dihydro-2H-1,4-thiazine-3-carboxylic acid_ppm:0","PutID_BioCyc_3,4-dehydrothiomorpholine-3-carboxylate_ID:34-DEHYDRO-14-THIOMORPHOLINE-3-CARBOXY_ppm:-1.806; (S)-4-amino-4,5-dihydro-2-thiophenecarboxylate_ID:CPD-12132_ppm:-1.806",""
"4693","127.09941_13.494","S_Vernolate","S_Vernolate","C7 H13 N O","127.09941","13.494","Microbial metabolism in diverse environments;Other","C7 H13 N O_ppm:-2.37_Ifit:55MatchedIso.:5","PutID_Mz_Methyprylon_simScore:85.7; Pebulate_simScore:86.2; N-Methylcaprolactam_simScore:87.3; EPTC_simScore:88.7; Metharbital_simScore:88.8; Prosulfocarb_simScore:89.8; Vernolate_simScore:89.9; Norsufentanil_simScore:98.2; Cyclosporin H_simScore:98.8; Cyclosporine A_simScore:99","","PutID_KEGG_C11519:N-Cyclohexylformamide","PutID_ChemS_15018210_:1-(1-Pyrrolidinyl)acetone_ppm:0; 12476_:N-Cyclohexylformamide_ppm:0; 61455_:8-Azabicyclo[3.2.1]octan-3-ol_ppm:0","PutID_BioCyc_N-cyclohexylformamide_ID:N-CYCLOHEXYLFORMAMIDE_ppm:-2.368",""
"4694","99.01448_13.5","S_Oleamide","S_Oleamide","C4 H5 N S","99.01448","13.5","Other","C4 H5 N S_ppm:2.15_Ifit:72MatchedIso.:4","PutID_Mz_Oleamide_simScore:97.3","","PutID_KEGG_C19317:Allyl isothiocyanate","PutID_ChemS_131180_:2-Thiiranylacetonitrile_ppm:0; 21171732_:Allyl thiocyanate_ppm:0; 83478_:Cyclopropyl isothiocyanate_ppm:0; 121625_:5-Methyl-1,3-thiazole_ppm:0; 12224_:4-Methylthiazole_ppm:0; 21105854_:Allyl isothiocyanate_ppm:0","PutID_BioCyc_allyl isothiocyanate_ID:CPD-19501_ppm:2.147; 2-(thiiran-2-yl)acetonitrile_ID:CPD-19502_ppm:2.147",""
"4695","191.02494_13.501","S_N-Butylbenzenesulfonamide","S_N-Butylbenzenesulfonamide","C6 H9 N O4 S","191.02494","13.501","","C6 H9 N O4 S_ppm:-1.52_Ifit:47MatchedIso.:5","PutID_Mz_N-Butylbenzenesulfonamide_simScore:99","","","","PutID_BioCyc_N-acetyl-DL-methionine_ID:CPD-3738_ppm:-10553.281",""
"4696","240.02335_13.504","Cystine","Cystine","C6 H12 N2 O4 S2","240.02335","13.504","ABC transporters;Protein digestion and absorption;Other","C7 H13 O5 P S_ppm:5.07_Ifit:36MatchedIso.:2; C8 H9 N4 O P S_ppm:-0.5_Ifit:34MatchedIso.:2; C7 H15 O3 P3_ppm:-0.24_Ifit:67MatchedIso.:2; C6 H4 N6 O5_ppm:-4.04_Ifit:75MatchedIso.:2; C5 H8 N2 O9_ppm:1.53_Ifit:85MatchedIso.:2; C8 H17 P S3_ppm:1.45_Ifit:54MatchedIso.:3; C6 H12 N2 O4 S2_ppm:-2.09_Ifit:77MatchedIso.:3","","PutID_Mass_Cystine,ΔRT:-0.57","PutID_KEGG_C00491:L-Cystine","PutID_ChemS_5256874_:D-Cystine_ppm:0.001; 60997_:L-Cystine_ppm:0.001; 575_:cystine_ppm:0.001","PutID_BioCyc_D-cystine_ID:CPD0-1564_ppm:-2.088; L-cystine_ID:CYSTINE_ppm:-2.088",""
"4697","222.13617_13.505","PutID_KEGG_C16572:3-Hydroxymonoethylglycinexylidide","","C12 H18 N2 O2","222.13617","13.505","Other","C6 H19 N6 O P_ppm:1.7_Ifit:40MatchedIso.:3; C12 H18 N2 O2_ppm:-2.94_Ifit:55MatchedIso.:3","","","PutID_KEGG_C16572:3-Hydroxymonoethylglycinexylidide","PutID_ChemS_41955_:Miotine_ppm:0.001; 2283781_:N~2~-Ethyl-N-(3-hydroxy-2,6-dimethylphenyl)glycinamide_ppm:0.001; 64710_:nicametate_ppm:0.001; 9043_:Mexacarbate_ppm:0.001","",""
"4698","193.93781_13.509","S_Nikethamide 1-oxide","S_Nikethamide 1-oxide","C3 H5 N2 P3 S","193.93781","13.509","","C3 H5 N2 P3 S_ppm:-4.21_Ifit:39MatchedIso.:2","PutID_Mz_N1-(2-{[(Benzylamino)carbothioyl]amino}ethyl)-2-(4-hydroxyphenyl)acetamide_simScore:88.5; Nikethamide 1-oxide_simScore:94.3; Ergocornine_simScore:96.5; Ergocorninine_simScore:96.5","","","","",""
"4699","277.92033_13.509","","","C10 H Cl N2 O2 P2","277.92033","13.509","","C2 H N8 O P3 S_ppm:-1.28_Ifit:100MatchedIso.:1; C9 H N2 O3 P3_ppm:1.19_Ifit:79MatchedIso.:2; C7 H4 O6 P2 S_ppm:-0.18_Ifit:79MatchedIso.:2; C4 H2 Cl N6 O P3_ppm:4.27_Ifit:41MatchedIso.:3; C10 H Cl N2 O2 P2_ppm:0.55_Ifit:52MatchedIso.:3","","","","","",""
"4700","155.98238_13.519","PutID_KEGG_C00988:2-Phosphoglycolate","","C2 H5 O6 P","155.98238","13.519","Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of antibiotics;Other","C2 H5 O6 P_ppm:0.05_Ifit:67MatchedIso.:2","","","PutID_KEGG_C00988:2-Phosphoglycolate","PutID_ChemS_514_:2-phosphoglycolic acid_ppm:0","PutID_BioCyc_2-phosphoglycolate_ID:CPD-67_ppm:0.046","META:PWY-181_photorespiration_ref:2-phosphoglycolate_compoundUsed:14"
"4701","220.08427_13.525","S_Ethyl 2-[(2-morpholinoanilino)carbothioyl]hydrazine-1-carboxylate","S_Ethyl 2-[(2-morpholinoanilino)carbothioyl]hydrazine-1-carboxylate","C11 H12 N2 O3","220.08427","13.525","Metabolic pathways;Biosynthesis of alkaloids derived from shikimate pathway;Other","C11 H12 N2 O3_ppm:-2.38_Ifit:59MatchedIso.:4","PutID_Mz_Ethyl 2-[(2-morpholinoanilino)carbothioyl]hydrazine-1-carboxylate_simScore:98.6; N-(2,3-Dihydro-1,4-benzodioxin-6-yl)-N'-(2-morpholinophenyl)thiourea_simScore:98.7; Methyl 3-{[(isopropylamino)carbothioyl]amino}benzoate_simScore:99","","PutID_KEGG_C00643:5-Hydroxy-L-tryptophan","PutID_ChemS_58837918_:1-Hydroxy-L-tryptophan_ppm:0.001; 21865488_:N-Hydroxy-L-tryptophan_ppm:0.001; 35031865_:3-Ethyl-5-(4-hydroxyphenyl)-2,4-imidazolidinedione_ppm:0.001; 390972_:Methyl (8S)-8-methyl-6-oxo-5,6,7,8-tetrahydro-2,7-naphthyridine-4-carboxylate_ppm:0.001; 5257065_:(betaS)-beta-Hydroxy-L-tryptophan_ppm:0.001; 388413_:L-5-hydroxy-Tryptophan_ppm:0.001; 141_:5-Hydroxy-DL-tryptophan_ppm:0.001","PutID_BioCyc_9-N-hydroxy-L-tryptophan_ID:CPD-18080_ppm:-2.385; 4-hydroxy-L-tryptophan_ID:CPD-20578_ppm:-2.385; (S)-β-hydroxy-L-tryptophan_ID:CPD-18538_ppm:-2.385; 5-hydroxy-L-tryptophan_ID:5-HYDROXY-TRYPTOPHAN_ppm:-2.385","META:PWY-7936_psilocybin biosynthesis_ref:4-hydroxy-L-tryptophan_compoundUsed:6; META:PWY-6030_serotonin and melatonin biosynthesis_ref:5-hydroxy-L-tryptophan_compoundUsed:8; META:PWY-7734_quinoxaline-2-carboxylate biosynthesis_ref:(S)-β-hydroxy-L-tryptophan_compoundUsed:12; META:PWY-7733_3-hydroxyquinaldate biosynthesis_ref:(S)-β-hydroxy-L-tryptophan_compoundUsed:12; META:PWY-7668_apicidin F biosynthesis_ref:9-N-hydroxy-L-tryptophan_compoundUsed:40; META:PWY-7667_apicidin biosynthesis_ref:9-N-hydroxy-L-tryptophan_compoundUsed:50"
